uuid,schooltype3,age3,gender2,major2
0f30465b-58e2-4c0c-a409-3b962b09a3a3,4-year university,18-19,female,non-STEMB
89208700-f8d2-4520-a5f3-e754d25602ac,4-year university,25-34,female,non-STEMB
92bae94c-fe8e-475d-b5a8-8b56f94707e3,4-year university,20-24,female,non-STEMB
b05beb42-ac2e-48fb-ae5d-5007b559e9a5,4-year university,20-24,female,STEM
001b0268-618e-4213-81e2-2512eb4969ba,4-year university,20-24,male,STEM
c681ac91-c67b-406b-869e-cccf77104d9c,graduate school,20-24,female,non-STEMB
5545daae-b0d9-4eaf-a0b0-6111d67bb225,4-year university,20-24,female,STEM
a7408a8a-4bbc-441b-abb1-942de72ae326,graduate school,18-19,male,STEM
1278b678-3b08-4fc7-a22d-69f9db99d252,graduate school,20-24,male,non-STEMB
fc0fff62-9bf7-4c67-83bb-01b88ec168e0,4-year university,18-19,male,non-STEMB
b0b3a268-ed13-40f1-925a-963f723383d8,graduate school,20-24,female,STEM
9f39446c-2286-4105-bca4-cbe7c484a2b8,4-year university,25-34,female,STEM
4308cafd-5e97-4ceb-a459-7a03c0884704,4-year university,18-19,female,STEM
efec0450-c608-46f6-834d-e69c23d291b2,4-year university,20-24,female,STEM
0e72a54e-78d4-44cf-8a19-80d5e174542a,2-year college,20-24,male,STEM
c021e863-145d-43b0-a891-9369011759e4,4-year university,20-24,female,STEM
aa1ecfab-5900-4743-895e-9c0b790f2a80,4-year university,25-34,female,non-STEMB
8b26017d-4ac1-4b73-8bfc-3fbeb67cdfde,4-year university,25-34,female,non-STEMB
e9245e9c-e3a0-42a3-9997-6213a052c610,4-year university,25-34,female,non-STEMB
4e4f302d-4f0c-474d-877f-b618c7ac94dc,2-year college,20-24,female,non-STEMB
b4b50f47-c97f-43fd-baf9-6061ff36c289,4-year university,20-24,male,non-STEMB
9b95b5e5-bde2-4ab9-84f3-4e426cc8dd83,graduate school,20-24,female,STEM
f6ec4b0e-4640-49cc-933d-f8ff4ad260df,2-year college,35+,female,STEM
9b594d35-7848-4084-a4ca-84365721a626,4-year university,20-24,male,STEM
ee4ee229-523c-434c-ade1-10bd46ddaf61,graduate school,35+,male,non-STEMB
02bc2ecd-4d8c-4f54-90c6-f79d034c013c,4-year university,18-19,female,non-STEMB
399162fd-99b6-41f6-bf38-732fa3ae98fe,2-year college,20-24,female,STEM
422918ae-fb44-42d1-9f89-57f84f219dfd,graduate school,25-34,female,non-STEMB
40e6b7a0-3051-4128-a02d-d9ab52bbaf6c,2-year college,18-19,male,non-STEMB
07586167-953d-43b4-960a-1893007183be,4-year university,25-34,male,STEM
759d4b35-3b8b-4551-941d-11ec257f741c,4-year university,20-24,female,STEM
987a4f11-66ff-4ee1-ab60-d7969173e64c,4-year university,20-24,female,STEM
d93df422-d473-4578-a1ca-eff9873d5666,4-year university,20-24,male,STEM
697ea92e-19f0-46b9-a826-21369ec75f71,graduate school,18-19,female,non-STEMB
51a1ae26-c20c-4312-9249-4eef02e8e5fd,4-year university,35+,male,STEM
bf9a377f-c38f-47ed-b56e-ca287a8f6f26,4-year university,20-24,female,non-STEMB
2dc30fe5-15df-495a-8fd4-673bf5b79091,4-year university,18-19,female,STEM
830c280d-05e4-4378-b993-8a58382a074f,4-year university,20-24,male,STEM
01d0814f-3b61-4908-a040-6006b2bce5cc,4-year university,20-24,male,non-STEMB
a312070d-1283-404c-a71c-11c719f03f5d,graduate school,18-19,female,STEM
efa9bd43-10ba-4bda-bf42-92d6e338ebb9,4-year university,20-24,female,STEM
8db93a4c-b548-4444-b6cc-2b73d2c55601,graduate school,25-34,female,non-STEMB
7f06530f-d004-4705-a65a-0d3a81360c6c,2-year college,25-34,Non-Binary,STEM
d2a8d35b-109e-40df-8f3a-cbc7b7044096,4-year university,20-24,male,STEM
7182f8cb-a4f3-4c8c-a3d8-ecf9cafebb3e,2-year college,20-24,female,STEM
15329520-4801-4d9f-8726-252a863588c9,4-year university,20-24,male,non-STEMB
6fa1a454-bfd2-4290-a5ba-5d458b6701d0,2-year college,25-34,female,non-STEMB
accc0f31-853b-480f-86a4-d5afcb925c23,4-year university,18-19,male,non-STEMB
3050bd45-e944-4245-b2f2-2c97cf3debd8,2-year college,20-24,male,non-STEMB
6499dcd1-43d2-4b56-bec5-7b156b55189f,4-year university,25-34,female,STEM
6a455d83-2ba1-4e8a-8a86-858562e5b2b2,4-year university,35+,male,non-STEMB
5665b904-ffa0-447b-a047-582a85bae1b5,4-year university,20-24,male,non-STEMB
1d9e8af0-d3e8-427c-842b-07a3b6cfe5d3,graduate school,20-24,female,non-STEMB
1e5b8a91-f8d9-4b8d-be89-a37fdf276704,4-year university,20-24,female,STEM
f1483642-d5e8-48d6-9a54-34a426b3010e,2-year college,18-19,female,non-STEMB
33f75442-4c82-4f62-ac41-8252c0a090aa,4-year university,18-19,female,STEM
960dfc81-5f53-4430-92b9-fd3df5cc030a,2-year college,18-19,male,non-STEMB
76c296e5-6557-424e-849c-44b979d6e7bc,4-year university,18-19,female,non-STEMB
b5222507-79c1-4b94-bd6f-7810e2ebe7dc,2-year college,20-24,female,STEM
5c5f9aa0-eedf-4ff5-898e-2850f798e23c,2-year college,20-24,female,STEM
68d08f45-053d-4979-9880-a6244338b02f,2-year college,35+,female,non-STEMB
926d9b23-4b76-4188-8bde-3cded0ba5f9f,2-year college,20-24,female,STEM
c35f5cbd-057b-4cbd-9b29-0c90600674b6,graduate school,25-34,male,STEM
07b5dfd1-7d76-4986-8a84-e4939968b0d9,graduate school,25-34,male,non-STEMB
f6e6c18e-15af-4f35-b068-da67f83a22c3,2-year college,20-24,male,STEM
173d22a5-c566-4006-ba2e-d10ffdfcc8ff,4-year university,35+,female,non-STEMB
2ac489c1-42b2-4ba0-b55a-8b9bd8451107,graduate school,18-19,male,STEM
dd99a781-4610-444a-b694-6a3f156fbeeb,4-year university,20-24,male,non-STEMB
6f1b0dcc-067c-4101-8eae-65b7088162c1,graduate school,35+,female,STEM
33fd5c66-98b8-481c-9245-426207e44805,2-year college,20-24,female,STEM
2e07660d-8cd0-433a-af6f-823f7d46616e,graduate school,18-19,male,STEM
750bcdc8-2848-4e29-8f7c-9169aedaa09a,4-year university,20-24,male,STEM
579a5f4f-98dc-4ac7-ab54-1021657db8fd,4-year university,25-34,female,STEM
dc70d489-0737-4dfd-b21e-fb9ae97d3842,graduate school,25-34,female,STEM
671f1b40-1e2b-4075-824d-6ccd85ef29de,4-year university,20-24,female,STEM
dc9577e6-14a9-4683-943b-db46b7306210,4-year university,25-34,female,STEM
fe8df57e-591c-47fe-a06b-ed7b518e41cb,4-year university,20-24,female,STEM
dffb84d8-f69b-4cd0-852f-2828c10e90c2,2-year college,35+,male,STEM
9eb28f13-e13b-4d3d-a7dd-84ccb9ca3d7c,4-year university,20-24,female,STEM
3ee2e1b5-232a-4d73-b0a4-6b72a72d2304,graduate school,20-24,male,non-STEMB
a297b2eb-3bd4-43b0-87a1-7a8a8ac6aabc,4-year university,20-24,female,non-STEMB
5c6ab7fe-9fb9-4207-94d2-e54971250bc2,4-year university,20-24,female,STEM
7f902692-af5f-4121-bb0a-cfdc1103599c,2-year college,18-19,female,non-STEMB
08f5c00b-6924-4659-9243-32efbaf1b367,graduate school,18-19,male,STEM
49c8f0f7-6dc6-47f0-b6dd-2cef26b9f2fe,4-year university,20-24,female,non-STEMB
c69251ed-5425-498c-8976-528e8afe4ea6,2-year college,25-34,female,non-STEMB
d80b2cef-718d-4274-859f-06b9bbe58133,4-year university,25-34,male,STEM
7829ba95-551a-4717-8ee0-bba429aad713,graduate school,35+,male,non-STEMB
5df35171-5af1-4bef-8589-035379071a9c,4-year university,18-19,male,non-STEMB
3f0ddc06-afe9-49ee-94a9-aaa7a952ae61,4-year university,20-24,male,STEM
a515f913-28c0-4eb4-9979-e2adeb1f154e,graduate school,18-19,male,non-STEMB
534e053e-f7b9-4b34-84a2-cb4e390e314b,graduate school,18-19,male,non-STEMB
1ed4a5ae-e88e-4ff7-af7a-ef2966451b17,2-year college,25-34,female,non-STEMB
6aaebb25-3f2f-4444-9bfc-249fa76e1a87,4-year university,20-24,female,STEM
e7a22e92-53be-4d7d-856a-58fa12405dbd,4-year university,18-19,male,non-STEMB
1ab352b4-7b0b-4ec2-87a7-9c95f81d99d4,4-year university,20-24,male,non-STEMB
1a283409-2935-441d-af6e-1bf00c9e0363,4-year university,25-34,female,STEM
3c54f065-412a-4c63-b57a-f05cb273e683,4-year university,25-34,female,non-STEMB
12353d4e-f189-4afa-a3d9-a13756d4fdcc,graduate school,25-34,male,non-STEMB
9edbaffd-4c44-45e5-9822-d52cccda85f9,4-year university,20-24,male,STEM
23d11d3d-97ed-4989-873b-923e62c5be1b,4-year university,18-19,female,STEM
9584ae1d-fa98-4657-a9cc-04899b082462,graduate school,25-34,female,non-STEMB
fee7ee1a-9214-4153-be4f-bdc3ab93ba15,4-year university,18-19,female,non-STEMB
11753bc2-ad68-4e39-954d-da502dc19058,4-year university,20-24,female,STEM
14675e4e-0a40-4399-a437-3d68780e2029,4-year university,18-19,female,STEM
e02fc235-9a90-469c-a7f0-e9cdbb58bda5,2-year college,35+,male,STEM
ec5a5718-61ec-4a0e-a628-9f0d4f6836c1,graduate school,20-24,male,STEM
a774de8d-f56b-47ab-897c-52b41c5841b8,4-year university,20-24,male,non-STEMB
ff7151c4-cf92-4847-bdc9-fe18a29bd9ff,graduate school,20-24,female,non-STEMB
423e95d8-6c8d-4991-8044-7695c69134a7,4-year university,20-24,male,non-STEMB
f76c011b-3312-49fc-8d83-b17412087403,graduate school,18-19,Non-Binary,STEM
86cd6ecf-42b1-4f1e-b6d3-7fa8298951d3,4-year university,18-19,female,STEM
2936e270-1c96-4200-99e8-5b1e62e3dc0e,2-year college,18-19,female,non-STEMB
ae0db0d5-bd09-4700-824d-70bf9c4ffa23,4-year university,25-34,female,non-STEMB
d493a5b9-a23a-4d94-a78e-4d54aa7dbb42,4-year university,20-24,female,non-STEMB
c6af2a30-cfb4-4a60-b1b2-2df04bc3c52d,4-year university,35+,male,STEM
d5fd921d-0ff6-4065-aac1-ddd16534a714,graduate school,35+,female,non-STEMB
d3113cb1-a614-4e1e-823f-5c8ed6627644,4-year university,35+,female,non-STEMB
34bb5225-1c39-45be-b5b4-5c2b851cf370,graduate school,20-24,male,STEM
f27020d5-d33c-4964-a170-37d82bafb26b,4-year university,20-24,male,non-STEMB
6e6cbc1b-cee2-4a96-b778-1021d87a1bab,2-year college,20-24,female,STEM
6fe5947c-bba8-46ca-bd49-ecdce6f737a1,4-year university,35+,male,STEM
40faab3a-fcc0-438c-a962-74926ca4b30c,4-year university,20-24,female,STEM
f8c68ecc-96b0-47ba-8fe1-baeae4d898b4,graduate school,35+,male,STEM
58c2535f-187a-4186-8d2a-0c55f7713a80,graduate school,20-24,male,non-STEMB
7f93e04b-816f-4d0a-8ca0-5a0403b8c5cf,4-year university,35+,female,non-STEMB
40537dba-412d-4491-89a5-67f81f1079f2,2-year college,20-24,male,STEM
379a509c-89bc-48b9-9c15-3f67c42aeb82,graduate school,20-24,male,STEM
38598920-aec2-4d0c-a0ff-f8723dcc4eb5,4-year university,20-24,female,non-STEMB
cdea4d39-f287-4815-8457-6a11ea990279,4-year university,25-34,male,non-STEMB
2547f42c-6be8-4c95-ae30-02fba34a1dda,graduate school,25-34,male,non-STEMB
4fba3ac9-d47e-43dd-b3f3-b234399e6729,2-year college,20-24,male,STEM
91ba248d-db6b-45d4-8088-d92460d222bc,4-year university,25-34,male,STEM
4f614795-dcee-4745-a280-edab0c9a3a66,2-year college,20-24,female,non-STEMB
07bbbf46-4999-4f11-93d8-ce365be2beb5,2-year college,20-24,female,STEM
91fad98c-1471-484d-99b9-eda0f2faf4ea,4-year university,35+,female,STEM
008c2a6a-af13-453c-8c30-8d26370af4c4,4-year university,20-24,male,STEM
e7534fb8-7d79-402c-a743-d9c65183f616,graduate school,20-24,female,STEM
c2dbb7c9-9a89-4509-9bc6-df823f7aabbb,graduate school,20-24,male,non-STEMB
8ee77b29-0375-4640-94f5-f0c57b30697c,graduate school,18-19,male,STEM
5a53eff2-3a4f-41d1-a559-7fb3ea03a354,2-year college,20-24,female,non-STEMB
4f890f27-4136-48b6-a7ea-aa020f11def4,2-year college,18-19,male,non-STEMB
152d0680-1d69-4062-9d11-6ae46953c315,graduate school,18-19,male,non-STEMB
4437c0e4-0794-40cc-a614-87a4f74d84b5,4-year university,20-24,male,STEM
411af2b5-fad4-4525-98c2-cfd1d2ceb8ca,4-year university,25-34,female,STEM
3e839bac-047f-4762-97b4-c29659a6a0c1,graduate school,20-24,female,non-STEMB
8209dbd9-f864-4d97-b043-8685106e6280,4-year university,18-19,male,non-STEMB
9a235091-c6d0-466d-86dd-524a1b47b715,4-year university,20-24,female,non-STEMB
c264d6a4-ae84-4ae6-9790-0b4437cdfbf4,4-year university,35+,male,STEM
664de29e-b3d6-4235-970f-f58a8a558547,4-year university,20-24,male,non-STEMB
cb6604c7-3372-42d8-9a0f-ed8bac59c534,4-year university,35+,female,STEM
f2f94bb6-88e1-4b33-a017-71c2224e421f,4-year university,18-19,male,non-STEMB
cfadfd43-b89d-43e3-a0cc-60b54cccf2a1,4-year university,20-24,female,STEM
fccbcae5-2eb4-4574-a8e4-019bc36265a2,2-year college,20-24,female,non-STEMB
cfa3aa30-96c8-4a7b-a1c1-38a07886dcaf,2-year college,18-19,female,STEM
2ff9436a-1369-46af-b120-2e9b192f51dd,2-year college,18-19,female,STEM
ff9db018-5732-4d10-9129-a10aecb38f90,4-year university,18-19,male,non-STEMB
a6ddc40f-ef12-41c0-9b4f-2a2e73979bae,4-year university,25-34,female,non-STEMB
d21468b2-dc73-4ed0-97e3-ca26a24e6169,4-year university,18-19,male,STEM
ae232393-9a35-4071-8651-500b39a44a2f,4-year university,20-24,male,STEM
aa9e2e6f-3ed8-40de-8fb8-7bcdd9434fbc,4-year university,20-24,female,non-STEMB
be1c2bc1-694e-4fac-9361-ac236e01f8f0,4-year university,20-24,male,non-STEMB
a98d3ae7-e998-4989-bfda-fec766fc22df,2-year college,25-34,Non-Binary,STEM
3b2543b6-0a83-4934-a6f1-a740e6a27d5c,4-year university,25-34,female,non-STEMB
3d9f6be8-e657-4d1e-a273-e7f617030531,4-year university,20-24,male,STEM
f10ba589-3977-458c-a65d-ac50a126376e,4-year university,25-34,female,STEM
81d2381b-b947-4ee1-a266-06b9d7eba779,2-year college,20-24,female,non-STEMB
2541c89c-1d5c-4e5c-bdc6-45cc8f1dc18c,4-year university,35+,female,non-STEMB
c98fa039-cc6e-4ec9-badf-6ccbce31e20d,4-year university,35+,male,non-STEMB
a5a1fb8f-8da2-4dca-b733-2a939af7ea29,4-year university,18-19,male,non-STEMB
31349176-cb3c-4b25-9a5e-c5ab9cafa09c,2-year college,25-34,female,non-STEMB
d965b669-04b3-4ee1-9bac-cef2c319edd9,4-year university,20-24,female,non-STEMB
d235df37-da97-404c-857b-a539b048a2aa,graduate school,18-19,female,non-STEMB
c5a8a2f8-7c8b-4300-b56e-e751575e0b7e,4-year university,20-24,female,STEM
c346545f-e6a3-483d-8d0a-8b9b73bf848a,4-year university,20-24,female,non-STEMB
f93441b5-01b8-407f-a17d-6fee8a1148cc,4-year university,20-24,male,non-STEMB
ed7de8b2-732e-4250-8f20-3f130424b778,4-year university,20-24,female,STEM
ef5da2a3-3266-466f-a7df-9c5e0c7cda02,4-year university,20-24,female,non-STEMB
ea8141f7-5ea5-46a1-99a6-9870b5e39f17,4-year university,18-19,female,STEM
7d626be0-a6a4-4237-b585-0aedc79c5794,graduate school,25-34,female,STEM
370b4326-c03f-4e54-b1c7-635d108426b5,4-year university,20-24,female,non-STEMB
9bec8b40-2f72-4c38-8335-1197ad90fe0d,2-year college,18-19,male,non-STEMB
c4d449da-30dd-48ce-9960-5b02d7b066c7,4-year university,25-34,female,STEM
c2af0b76-40d7-49f0-8bcb-3f44c65beaa2,4-year university,18-19,female,non-STEMB
be5cd20e-231e-4ae6-9c83-0d0b3fd00acd,graduate school,25-34,female,STEM
5171aab6-392c-48fd-a0cf-8a930344e2ea,graduate school,20-24,male,STEM
cd388ac4-69d2-418d-9305-f2802f672775,2-year college,25-34,female,STEM
268aff88-3377-4883-bfd1-938ceb3a9388,2-year college,18-19,male,non-STEMB
dfcfef3b-eb6a-4aee-b608-d44b205e8675,4-year university,18-19,male,STEM
89b1513a-6350-4e1e-8966-5fe54d73d075,4-year university,35+,male,non-STEMB
59b1584e-8601-4481-9971-eac801818cfc,4-year university,20-24,male,STEM
c7eb1e79-1e72-4847-839d-493c1eb851ed,graduate school,20-24,female,STEM
e1c65cf0-308f-4dbd-992c-a82cf80aae5e,graduate school,18-19,male,non-STEMB
9d4d69fc-f608-4335-9a2a-d04cc816e63a,4-year university,25-34,male,non-STEMB
b23ba25a-7ba8-44b7-8402-dafde0060274,graduate school,35+,female,non-STEMB
962c760b-1b2d-4328-9101-79b3003c3e00,4-year university,25-34,male,non-STEMB
7400c65b-68f1-4735-a057-7755c593fbd8,4-year university,20-24,female,STEM
4ec83199-05a8-4729-b859-7bee3f9a4a55,2-year college,20-24,male,STEM
0285d94e-846d-492e-8dc3-b9230ebd39f7,4-year university,35+,male,non-STEMB
65599890-8a8c-4729-9828-4855f3022213,4-year university,25-34,female,STEM
a7d0278a-09c8-4091-8017-09b9e479a617,graduate school,20-24,female,non-STEMB
42e687ce-e580-4506-b9af-f3ddb924cab3,2-year college,20-24,female,STEM
17b2881b-80cf-450f-b5f3-ea873b60a695,4-year university,18-19,female,non-STEMB
6b6598d8-3ef2-4f65-8ff6-f72a4577d472,2-year college,18-19,female,STEM
40575691-3cb7-4649-9c1b-8f4eabe8b5c7,2-year college,20-24,male,non-STEMB
e4944aa9-c767-4522-8c39-45a36b3a8d98,4-year university,18-19,female,STEM
9c53652e-9c84-44eb-b19d-1598a6476c6a,graduate school,35+,female,STEM
98b415e1-aabd-48d9-a492-1406ff70d075,4-year university,25-34,male,non-STEMB
08b667c7-0b09-441c-bd85-e222e5043045,2-year college,25-34,male,non-STEMB
0b401f00-20c4-4493-8179-a5e8b8f6ed15,2-year college,25-34,female,STEM
925a88ac-199a-437b-8739-fb14796387da,4-year university,35+,female,STEM
f384f61b-de9d-4cfa-90f7-877fcfd72002,4-year university,35+,male,STEM
9548b404-dd66-47c8-95c9-b53669452821,graduate school,25-34,female,non-STEMB
251be0ce-caf4-43b3-8fd7-c4bc2b7c98b0,graduate school,20-24,male,STEM
0f2c9eb8-8345-4613-8cca-9cbba7975bdd,graduate school,35+,female,non-STEMB
1c26db45-1550-46f3-aff8-56b6e1008ecc,graduate school,25-34,female,non-STEMB
56f2675a-66e8-4414-bd0b-7c88720316a7,4-year university,20-24,male,STEM
4baa47d4-7228-4c5c-9c43-7274689c5aec,4-year university,25-34,female,non-STEMB
1c27fe87-4eaa-446f-a8b3-7e762ca6e751,2-year college,25-34,female,STEM
85ee5c8a-6475-4057-964f-dbf1af7422dc,graduate school,25-34,female,STEM
6503bb61-25d3-4887-81dc-27529c802817,graduate school,25-34,female,non-STEMB
7925aeb8-5af8-4eb7-b8cb-de87ae77a522,4-year university,20-24,female,STEM
a52a162b-f763-4db4-a210-7934bd440fac,2-year college,18-19,male,non-STEMB
3a708ed7-4eeb-4b55-a240-e2ad64cb7790,4-year university,20-24,female,non-STEMB
fc65c833-e298-441c-a735-cb4087d0954a,graduate school,18-19,male,STEM
de5e6ace-954a-40b1-ac01-7bb20c96467b,4-year university,18-19,female,non-STEMB
fa0abbf1-c160-424e-8269-3a2327947f05,4-year university,20-24,female,STEM
fd17e6de-78e1-4720-bdf9-58bfdf33a60d,graduate school,20-24,male,non-STEMB
707700cf-6362-437c-8375-7d09a6a9f5d1,4-year university,18-19,male,non-STEMB
3170b058-21d9-4041-b2bc-5984362e1859,4-year university,20-24,female,non-STEMB
da9bca0a-e280-4a3c-9014-5b48ccdc5a60,2-year college,20-24,female,STEM
c45b9806-14d3-4a01-9fe2-6cd802ce7809,4-year university,35+,female,non-STEMB
53439a7d-3794-423b-a1c7-d5fcaa9cd01a,graduate school,18-19,male,non-STEMB
c730befd-d020-4f45-9e30-c56d0eecc890,graduate school,18-19,female,STEM
707678d3-3fe0-4aa7-b2e9-a91edae39bb0,graduate school,20-24,female,STEM
2f8b00a9-780d-48ac-9cb6-414856403a2f,4-year university,35+,male,STEM
4629fdf6-37a1-4597-b9ac-a79fc3fb26ac,2-year college,18-19,male,STEM
4a33f016-6234-449f-a415-9e56390557e0,4-year university,18-19,female,non-STEMB
585c74c0-9d17-4b24-8902-8193db4df835,4-year university,18-19,female,non-STEMB
dcf98483-8ec4-4583-ba8a-7285ab83181d,4-year university,18-19,female,STEM
f0194da5-0134-45f2-9536-c24537bee7fb,2-year college,20-24,male,STEM
abe7a364-f744-4bf2-afa7-dd0d1df9495a,4-year university,25-34,female,STEM
02ce057f-c3df-4546-8756-74134da753a5,4-year university,18-19,female,STEM
9e9c89d8-d9d4-4a61-aef6-f8ad300a8022,4-year university,18-19,male,STEM
6309eeda-4611-4d44-be04-da6f4d60407a,graduate school,20-24,male,non-STEMB
c8a0cfa7-e15f-4310-9b1f-0899c9ae0070,graduate school,18-19,female,STEM
6c6f1d4e-dfa7-4bd2-bc56-3fd35b33585f,4-year university,20-24,male,STEM
3bad1db5-295c-4382-a73d-4565604c34fa,4-year university,20-24,female,STEM
1550f23a-d2de-42d0-96bc-8e701ab8a29d,4-year university,35+,male,non-STEMB
a61b83a7-14bf-40da-9f99-c4eb18738956,4-year university,18-19,female,non-STEMB
794ba3f0-f74a-4b27-9b0a-d1402c0cc7f7,4-year university,20-24,male,STEM
36dca3a7-397d-46fe-a13b-66554c6740eb,4-year university,15-17,female,non-STEMB
6a8ca425-f8fe-4bf7-b9c0-1771bb70556c,4-year university,20-24,female,STEM
865d5855-8d8a-42c4-882e-593764241cfa,4-year university,15-17,female,STEM
205414e1-7c77-4e58-95e4-4792601e5345,4-year university,25-34,female,non-STEMB
298ad013-6a0b-41d6-8bf1-48c3033c82a4,4-year university,25-34,female,STEM
b7865f80-2b4b-4cd1-ac85-6710b3eb7632,4-year university,20-24,male,STEM
f3b962af-19cc-43f4-93cd-f3ba79ac45eb,4-year university,18-19,female,STEM
21ba6bae-0994-44d9-9b69-984ed430d135,4-year university,20-24,male,STEM
6a56200f-8e66-4903-acdd-451a2ce26b7f,4-year university,20-24,male,STEM
e2f50e90-8c35-45b5-b31b-ae87806d7e7a,2-year college,18-19,male,STEM
e6bba8bd-342d-41b4-8f47-0ce445f4d6a5,4-year university,18-19,male,non-STEMB
fffd22a5-d019-412d-8622-cdd113aa9622,2-year college,20-24,male,non-STEMB
2e02cbd7-9a01-481d-be60-bd68f7c05cdc,graduate school,20-24,female,STEM
e27e12f2-6e07-46cb-9c98-3dace8ffac97,4-year university,18-19,male,STEM
e9a44beb-5745-4671-ab44-44db642ac060,4-year university,20-24,female,STEM
755ae5c9-a094-40f3-9a49-6b2dda41ff51,4-year university,18-19,female,STEM
bf10f6ca-b00b-4740-bbd3-8ab67cbc7dce,4-year university,20-24,female,non-STEMB
bf088537-5572-43d0-98e1-93722cb9065c,4-year university,20-24,male,non-STEMB
fa1a3c16-0981-4dbf-9931-82352cff57b5,2-year college,20-24,female,non-STEMB
56b7955b-77bc-491b-a41c-94cfacd99416,4-year university,25-34,male,non-STEMB
39527792-8e4a-49c0-a5db-f6b47e7bddad,4-year university,20-24,male,STEM
1824d015-5c76-4a49-9943-8905e40ef6d6,4-year university,25-34,female,non-STEMB
5013b9a7-8578-46d9-be90-5f1b6be73566,4-year university,35+,Non-Binary,non-STEMB
85b1f8b3-9999-42e0-be50-2635a51d9e14,4-year university,20-24,male,non-STEMB
f43f020e-1895-448b-b903-3a8c8f2b44db,4-year university,25-34,female,non-STEMB
34a00e81-5a5c-426a-8d56-08decaf19b49,4-year university,20-24,female,STEM
197a234b-a722-408a-a93c-e4d15cf6598f,4-year university,35+,female,STEM
333c8bfc-b2f4-44d9-a517-b6ac60ab7e2d,2-year college,18-19,female,STEM
bb203703-991a-457b-bce6-f5e298632fa0,4-year university,20-24,female,STEM
07a2e92a-3697-41d1-8334-69861f699cb0,2-year college,25-34,male,non-STEMB
de0ee2d8-428e-4922-94ea-184eab2d355d,4-year university,15-17,female,non-STEMB
50f13682-2baa-4c05-bbd4-64d1b08a0bf6,4-year university,25-34,female,non-STEMB
0e864f4f-ae45-44e5-ae48-f011f949f317,graduate school,35+,female,non-STEMB
2ca2724f-ed57-4191-a6a6-4318eaad60fa,4-year university,25-34,female,non-STEMB
a50a005e-cfdc-43d7-9f09-2c2f89f166c4,4-year university,25-34,male,non-STEMB
7671dbad-81db-4626-b1d2-1d02fee06ea4,4-year university,18-19,male,non-STEMB
75552214-326a-4665-a462-651a4f317f2e,4-year university,20-24,male,STEM
be4b7b2a-6b25-4c06-8c21-cc045733af82,4-year university,18-19,female,STEM
c508f231-054c-4973-bbf3-0b613018d5c4,4-year university,15-17,female,STEM
d5d7a0c3-7646-47c7-8df4-b51960670406,4-year university,18-19,female,STEM
081e35a2-4d9f-4804-9e27-b32be8635e82,4-year university,20-24,female,non-STEMB
36752582-0012-47de-a6d8-c277bd296d2a,4-year university,20-24,female,non-STEMB
7e2cb4e8-aa7b-4f02-ae17-0dc85a8262f0,4-year university,25-34,female,non-STEMB
77ef4d89-5753-43cd-ba87-a6607f4f38a3,graduate school,20-24,female,STEM
3e3f3073-1cc2-4598-aeaf-c32b0d7fc09a,4-year university,18-19,male,STEM
f7df2f05-04df-4235-9cd4-a7c342e2d1f2,4-year university,25-34,female,STEM
5fe51d9b-a7d7-462a-a7c5-4722b08ef968,4-year university,18-19,male,STEM
63c649b4-ba4f-4c62-b3c6-4e7fd6e97ed0,4-year university,20-24,female,STEM
47502027-57ee-4add-9045-ef4071a47a0f,2-year college,18-19,female,non-STEMB
dd0af5b7-ba53-4915-9dc8-9b3324a26deb,4-year university,20-24,male,STEM
c91df487-48b8-4979-9c5a-2199c4adcb9f,4-year university,20-24,female,non-STEMB
c19ff992-6692-4e4e-8169-69e652401a40,4-year university,25-34,female,non-STEMB
11872633-0523-4d22-8a9a-d9a025ae494e,4-year university,20-24,female,STEM
9929322b-e21b-471d-ba69-3503eaf47f01,4-year university,20-24,female,non-STEMB
acf0eb9f-1d7f-4d47-9c5c-1e21a825b556,4-year university,20-24,female,non-STEMB
60102c91-17e3-45b5-bc33-d91a7b3a4e8f,2-year college,35+,female,STEM
60b51ed2-dda8-4c12-818b-3ac2cca81bcb,4-year university,18-19,Prefer not to say,non-STEMB
8d3be100-df06-4b21-9dc1-bf0015e84a6e,graduate school,25-34,male,non-STEMB
07112c0b-cbd4-4dcd-9dea-f83d3c7308d2,4-year university,20-24,female,non-STEMB
c2829bfc-7d98-440f-a131-ca8cab358d85,graduate school,20-24,female,non-STEMB
560230ac-f583-4981-bb8a-6d3f834bb658,4-year university,20-24,male,STEM
7e32db8d-b01a-43d6-87b2-7efee19d82b7,2-year college,20-24,female,non-STEMB
47ff7246-99bf-4192-ac9e-82e78012d285,4-year university,18-19,male,non-STEMB
b6fa888b-fd39-4308-b6b8-4dfebfef28ec,4-year university,35+,male,STEM
e7b6a4de-30a8-43df-8e70-ac026243a844,4-year university,35+,female,non-STEMB
4c3bb3d2-7198-485c-90b2-6424b127bffc,2-year college,20-24,female,non-STEMB
523fe70a-9d54-4d5c-9bd1-d62e9834d5ac,2-year college,18-19,female,STEM
3e350b80-88b2-405a-96e6-8f6af417a2e8,4-year university,20-24,female,non-STEMB
afe4366a-1745-40a4-a725-8fe02b1c235d,4-year university,18-19,male,STEM
2242ee41-95ce-4520-ae7a-5715b42ed47c,4-year university,20-24,male,STEM
